Rk,Player,League,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_per90,Ast_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xAG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
555,Mamadou Sylla,La Liga,sn SEN,FW,Rayo Vallecano,27,1994,12,1,253,2.8,0,0,0,0,0,0,2,0,1.1,1.1,0.3,1.4,6,8,19,0,0,0,0,0,0.39,0.11,0.51,0.39,0.51,1,1,1,0,0,0,1,0,1,2,0,2,4,5,3,0
556,Alexander Sørloth,La Liga,no NOR,FW,Real Sociedad,25,1995,33,20,1763,19.6,4,0,4,4,0,0,2,0,5.9,5.9,3.4,9.4,55,33,112,0.2,0,0.2,0.2,0.2,0.3,0.18,0.48,0.3,0.48,20,7,4,10,6,7,17,41.2,10,14,1,13,4,24,15,0
557,Tachi,La Liga,es ESP,DF,Alavés,23,1997,5,2,239,2.7,0,0,0,0,0,0,1,0,0,0,0.1,0.1,0,7,1,0,0,0,0,0,0,0.02,0.02,0,0.02,6,3,3,3,0,5,7,71.4,2,4,3,1,1,7,9,0
558,Renato Tapia,La Liga,pe PER,MF,Celta Vigo,26,1995,29,13,1412,15.7,0,0,0,0,0,0,10,0,0.5,0.5,0.3,0.8,10,65,6,0,0,0,0,0,0.03,0.02,0.05,0.03,0.05,50,31,15,31,4,20,50,40,30,21,5,16,28,78,43,0
559,Cristian Tello,La Liga,es ESP,FW,Betis,29,1991,23,5,819,9.1,2,2,4,2,0,0,2,0,1.7,1.7,1.7,3.3,31,25,86,0.22,0.22,0.44,0.22,0.44,0.19,0.18,0.37,0.19,0.37,17,11,6,7,4,13,31,41.9,18,9,0,9,10,27,6,0
560,Nahuel Tenaglia,La Liga,ar ARG,DF,Alavés,25,1996,14,12,1073,11.9,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.4,17,42,15,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03,42,27,30,9,3,24,37,64.9,13,10,2,8,26,68,42,0
561,Marc Tenas,La Liga,es ESP,FWMF,Alavés,20,2001,3,0,54,0.6,0,0,0,0,0,0,2,0,0,0,0.2,0.2,0,0,4,0,0,0,0,0,0,0.35,0.35,0,0.35,1,1,1,0,0,1,1,100,0,1,0,1,0,1,0,1
562,Marc-André ter Stegen,La Liga,de GER,GK,Barcelona,29,1992,35,35,3150,35,0,0,0,0,0,0,3,0,0,0,0.1,0.1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,13,5
563,David Timor,La Liga,es ESP,MF,Getafe,31,1989,7,3,341,3.8,0,0,0,0,0,0,2,0,0.2,0.2,0,0.2,0,20,3,0,0,0,0,0,0.05,0,0.05,0.05,0.05,1,1,1,0,0,0,3,0,3,3,2,1,1,2,4,1
564,Raúl de Tomás,La Liga,es ESP,FW,Espanyol,26,1994,34,33,2914,32.4,17,3,20,12,5,5,7,2,15.1,11.2,1.6,12.8,44,86,191,0.53,0.09,0.62,0.37,0.46,0.47,0.05,0.52,0.34,0.39,15,11,6,7,2,6,17,35.3,11,12,3,9,6,21,42,1
565,Raúl Torrente,La Liga,es ESP,DF,Granada,19,2001,18,15,1282,14.2,0,0,0,0,0,0,5,0,0.2,0.2,0.7,0.9,10,30,0,0,0,0,0,0,0.01,0.05,0.06,0.01,0.06,31,21,18,11,2,16,29,55.2,13,14,9,5,12,43,69,0
566,Ferrán Torres,La Liga,es ESP,FW,Barcelona,21,2000,18,17,1412,15.7,4,4,8,3,1,1,1,0,7,6.2,3.1,9.4,34,53,215,0.25,0.25,0.51,0.19,0.45,0.45,0.2,0.65,0.4,0.6,10,5,3,4,3,3,7,42.9,4,12,3,9,6,16,7,0
567,Óliver Torres,La Liga,es ESP,MFFW,Sevilla,26,1994,26,11,1008,11.2,2,3,5,2,0,0,2,0,0.7,0.7,1.4,2,24,76,52,0.18,0.27,0.45,0.18,0.45,0.06,0.12,0.18,0.06,0.18,22,12,8,7,7,8,25,32,17,10,1,9,6,28,4,0
568,Pau Torres,La Liga,es ESP,DF,Villarreal,24,1997,33,33,2855,31.7,5,1,6,5,0,0,5,0,3,3,1.5,4.5,59,162,10,0.16,0.03,0.19,0.16,0.19,0.09,0.05,0.14,0.09,0.14,32,19,23,7,2,18,25,72,7,32,23,9,19,51,105,2
569,Roberto Torres,La Liga,es ESP,MFFW,Osasuna,32,1989,28,6,809,9,2,2,4,0,2,2,3,0,2.1,0.5,2.3,2.8,7,35,50,0.22,0.22,0.44,0,0.22,0.23,0.25,0.48,0.06,0.31,7,4,3,1,3,3,15,20,12,8,0,8,8,15,4,0
570,Lucas Torró,La Liga,es ESP,MF,Osasuna,27,1994,33,32,2725,30.3,1,0,1,1,0,0,10,0,1.6,1.6,0.6,2.2,18,156,27,0.03,0,0.03,0.03,0.03,0.05,0.02,0.07,0.05,0.07,71,40,25,38,8,29,57,50.9,28,32,11,21,47,118,55,0
571,Adama Traoré,La Liga,es ESP,FW,Barcelona,25,1996,11,4,382,4.2,0,2,2,0,0,0,0,0,0.7,0.7,0.9,1.6,34,10,55,0,0.47,0.47,0,0.47,0.16,0.21,0.37,0.16,0.37,4,2,0,3,1,3,5,60,2,2,0,2,4,8,3,1
572,Óscar Trejo,La Liga,ar ARG,MF,Rayo Vallecano,33,1988,32,24,2007,22.3,3,9,12,0,3,3,13,0,3.3,0.9,5,5.9,53,135,96,0.13,0.4,0.54,0,0.4,0.15,0.22,0.37,0.04,0.26,42,24,14,18,10,15,50,30,35,26,1,25,13,55,11,0
573,Manu Trigueros,La Liga,es ESP,MFFW,Villarreal,29,1991,35,27,2178,24.2,6,4,10,6,0,0,3,0,5.7,5.7,2.6,8.3,30,185,96,0.25,0.17,0.41,0.25,0.41,0.24,0.11,0.34,0.24,0.34,45,25,16,18,11,23,66,34.8,43,19,3,16,13,58,17,0
574,Kieran Trippier,La Liga,eng ENG,DFFW,Atlético Madrid,30,1990,15,12,976,10.8,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,14,80,70,0,0,0,0,0,0.01,0.03,0.04,0.01,0.04,22,12,12,5,5,12,21,57.1,9,12,1,11,10,32,11,0
575,Beñat Turrientes,La Liga,es ESP,MF,Real Sociedad,19,2002,8,1,207,2.3,0,0,0,0,0,0,1,0,0.4,0.4,0.2,0.6,3,11,6,0,0,0,0,0,0.18,0.08,0.26,0.18,0.26,0,0,0,0,0,0,4,0,4,1,0,1,2,2,2,0
576,Samuel Umtiti,La Liga,fr FRA,DF,Barcelona,27,1993,1,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,1,2,50,1,1,1,0,0,2,4,0
577,Enes Ünal,La Liga,tr TUR,FW,Getafe,24,1997,37,33,2798,31.1,16,1,17,14,2,4,8,0,10.4,7.3,1.5,8.8,24,44,127,0.51,0.03,0.55,0.45,0.48,0.34,0.05,0.38,0.24,0.28,37,22,2,18,17,5,42,11.9,37,25,5,20,5,42,36,0
578,Myrto Uzuni,La Liga,al ALB,FWMF,Granada,26,1995,15,9,856,9.5,1,1,2,1,0,0,4,0,1.1,1.1,0.9,2,14,12,37,0.11,0.11,0.21,0.11,0.21,0.12,0.1,0.21,0.12,0.21,7,4,6,1,0,0,2,0,2,13,1,12,10,17,7,0
579,Álvaro Vadillo,La Liga,es ESP,DFMF,Espanyol,26,1994,3,0,7,0.1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,2,50,1,0,0,0,0,1,1,0
580,Óscar Valentín,La Liga,es ESP,MF,Rayo Vallecano,26,1994,35,29,2569,28.5,0,0,0,0,0,0,8,0,1.2,1.2,1,2.3,27,140,10,0,0,0,0,0,0.04,0.04,0.08,0.04,0.08,102,53,46,51,5,44,105,41.9,61,56,10,46,39,141,43,0
581,Germán Valera,La Liga,es ESP,FW,Real Sociedad,19,2002,3,0,51,0.6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,0,0,0,0,0,0.06,0,0.06,0.06,0.06,3,2,3,0,0,1,1,100,0,0,0,0,0,3,1,0
582,Martin Valjent,La Liga,sk SVK,DF,Mallorca,25,1995,36,36,3181,35.3,0,0,0,0,0,0,4,0,0.3,0.3,0.7,1,25,70,5,0,0,0,0,0,0.01,0.02,0.03,0.01,0.03,31,19,18,12,1,13,24,54.2,11,34,26,8,31,62,173,1
583,Jesús Vallejo,La Liga,es ESP,DF,Real Madrid,24,1997,5,4,341,3.8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.01,0.01,0,0.01,7,5,7,0,0,5,6,83.3,1,9,8,1,6,13,16,0
584,Manu Vallejo,La Liga,es ESP,MFFW,Alavés,24,1997,11,2,370,4.1,1,1,2,1,0,0,0,0,0.7,0.7,0.3,1,5,8,25,0.24,0.24,0.49,0.24,0.49,0.16,0.08,0.24,0.16,0.24,8,2,1,4,3,4,13,30.8,9,7,0,7,0,8,4,0
585,Manu Vallejo,La Liga,es ESP,FWMF,Valencia,24,1997,9,0,98,1.1,0,0,0,0,0,0,3,0,0.2,0.2,0.1,0.2,2,1,6,0,0,0,0,0,0.14,0.09,0.23,0.14,0.23,2,1,1,1,0,0,1,0,1,0,0,0,0,2,1,0
586,Federico Valverde,La Liga,uy URU,MF,Real Madrid,23,1998,31,19,1833,20.4,0,1,1,0,0,0,2,0,0.9,0.9,1.7,2.6,76,129,86,0,0.05,0.05,0,0.05,0.05,0.08,0.13,0.05,0.13,36,16,11,16,9,12,31,38.7,19,23,5,18,24,60,12,0
587,José Luis García Vayá,La Liga,es ESP,MF,Levante,22,1998,29,23,2012,22.4,0,0,0,0,0,0,9,0,0.6,0.6,2.2,2.8,24,130,24,0,0,0,0,0,0.02,0.1,0.12,0.02,0.12,46,27,10,31,5,16,41,39,25,24,5,19,38,84,30,0
588,Jesus Vazquez,La Liga,es ESP,DF,Valencia,18,2003,15,8,813,9,0,0,0,0,0,0,0,0,0.6,0.6,0.2,0.8,26,21,38,0,0,0,0,0,0.06,0.02,0.08,0.06,0.08,24,13,10,8,6,10,22,45.5,12,16,3,13,9,33,19,0
589,Kevin Vázquez,La Liga,es ESP,DF,Celta Vigo,28,1993,17,16,1334,14.8,0,1,1,0,0,0,3,0,0.4,0.4,1.2,1.6,15,44,80,0,0.07,0.07,0,0.07,0.03,0.08,0.11,0.03,0.11,34,24,12,13,9,14,28,50,14,20,7,13,36,70,34,0
590,Lucas Vázquez,La Liga,es ESP,DF,Real Madrid,30,1991,29,20,1833,20.4,3,0,3,3,0,0,3,0,2.2,2.2,2.5,4.7,58,108,156,0.15,0,0.15,0.15,0.15,0.11,0.12,0.23,0.11,0.23,43,22,24,9,10,17,35,48.6,18,25,7,18,20,63,41,1
591,Gabriel Veiga,La Liga,es ESP,MF,Celta Vigo,19,2002,7,0,108,1.2,0,0,0,0,0,0,0,0,0,0,0,0.1,5,9,4,0,0,0,0,0,0.03,0.02,0.05,0.03,0.05,5,4,0,4,1,3,12,25,9,2,0,2,4,9,1,0
592,Unai Vencedor Paris,La Liga,es ESP,MF,Athletic Club,20,2000,34,29,2383,26.5,0,0,0,0,0,0,4,0,0.9,0.9,0.7,1.6,16,180,20,0,0,0,0,0,0.03,0.02,0.06,0.03,0.06,26,11,11,9,6,8,42,19,34,31,13,18,19,45,22,0
593,Gonzalo Verdú,La Liga,es ESP,DF,Elche,32,1988,19,16,1397,15.5,0,0,0,0,0,0,11,0,0.1,0.1,0,0.1,1,23,0,0,0,0,0,0,0,0,0,0,0,19,9,15,4,0,8,16,50,8,20,14,6,13,32,59,1
594,Mikel Vesga,La Liga,es ESP,MF,Athletic Club,28,1993,32,17,1358,15.1,2,0,2,2,0,0,7,2,1,1,0.9,1.9,16,95,15,0.13,0,0.13,0.13,0.13,0.07,0.06,0.13,0.07,0.13,27,14,7,18,2,11,31,35.5,20,16,5,11,20,47,34,2
595,Rúben Vezo,La Liga,pt POR,DF,Levante,27,1994,32,27,2420,26.9,0,0,0,0,0,0,4,0,0.6,0.6,0.5,1.1,21,87,8,0,0,0,0,0,0.02,0.02,0.04,0.02,0.04,41,29,28,12,1,26,41,63.4,15,41,25,16,36,77,105,1
596,Aleix Vidal,La Liga,es ESP,DFMF,Espanyol,31,1989,31,21,1901,21.1,2,0,2,2,0,0,10,0,0.7,0.7,2.3,3,44,78,120,0.09,0,0.09,0.09,0.09,0.03,0.11,0.14,0.03,0.14,31,25,17,9,5,19,39,48.7,20,19,6,13,25,56,35,2
597,Nacho Vidal,La Liga,es ESP,DF,Osasuna,26,1995,35,33,2902,32.2,0,1,1,0,0,0,9,0,1.2,1.2,2.2,3.4,31,93,80,0,0.03,0.03,0,0.03,0.04,0.07,0.1,0.04,0.1,83,47,49,25,9,39,77,50.6,38,32,14,18,58,141,79,0
598,Dídac Vilà,La Liga,es ESP,DFMF,Espanyol,32,1989,9,1,203,2.3,0,0,0,0,0,0,3,0,0,0,0.1,0.1,1,4,10,0,0,0,0,0,0,0.04,0.04,0,0.04,7,5,2,5,0,4,9,44.4,5,2,1,1,3,10,8,0
599,Tonny Vilhena,La Liga,nl NED,MFFW,Espanyol,26,1995,17,13,928,10.3,1,1,2,1,0,0,4,0,0.8,0.8,0.9,1.8,17,29,60,0.1,0.1,0.19,0.1,0.19,0.08,0.09,0.17,0.08,0.17,16,6,7,8,1,7,21,33.3,14,10,2,8,8,24,17,0
600,Daniel Villahermosa,La Liga,es ESP,MF,Espanyol,20,2001,1,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
601,Asier Villalibre,La Liga,es ESP,FW,Athletic Club,23,1997,19,3,548,6.1,2,0,2,2,0,0,0,0,2.4,2.4,0.1,2.5,12,3,49,0.33,0,0.33,0.33,0.33,0.4,0.02,0.41,0.4,0.41,4,3,2,1,1,1,2,50,1,3,1,2,1,5,7,0
602,Gonzalo Villar,La Liga,es ESP,MF,Getafe,23,1998,10,2,298,3.3,0,1,1,0,0,0,0,0,0.4,0.4,0.3,0.7,7,14,5,0,0.3,0.3,0,0.3,0.12,0.11,0.23,0.12,0.23,5,3,4,1,0,2,5,40,3,4,1,3,1,6,1,0
603,Vitolo,La Liga,es ESP,MF,Getafe,31,1989,7,1,221,2.5,0,0,0,0,0,0,0,0,0,0,0.1,0.2,8,13,22,0,0,0,0,0,0.01,0.06,0.06,0.01,0.06,3,2,1,1,1,2,5,40,3,3,0,3,1,4,1,0
604,Daniel Vivian,La Liga,es ESP,DF,Athletic Club,22,1999,24,22,1986,22.1,2,1,3,2,0,0,2,0,1.3,1.3,0.5,1.8,3,56,2,0.09,0.05,0.14,0.09,0.14,0.06,0.02,0.08,0.06,0.08,32,21,24,7,1,17,24,70.8,7,20,15,5,26,58,107,1
605,Šime Vrsaljko,La Liga,hr CRO,DF,Atlético Madrid,29,1992,21,10,914,10.2,1,2,3,1,0,0,4,0,1.3,1.3,0.5,1.7,27,45,39,0.1,0.2,0.3,0.1,0.3,0.12,0.05,0.17,0.12,0.17,27,17,14,12,1,12,20,60,8,10,1,9,12,39,30,0
606,Nikola Vukčević,La Liga,me MNE,MF,Levante,29,1991,6,0,118,1.3,0,0,0,0,0,0,1,0,0,0,0,0,2,9,0,0,0,0,0,0,0.01,0.03,0.04,0.01,0.04,3,2,2,1,0,0,1,0,1,2,0,2,2,5,1,0
607,Daniel Wass,La Liga,dk DEN,DFFW,Atlético Madrid,32,1989,1,0,45,0.5,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0
608,Daniel Wass,La Liga,dk DEN,MF,Valencia,32,1989,19,19,1582,17.6,1,1,2,1,0,0,6,0,1.8,1.8,0.6,2.5,13,77,22,0.06,0.06,0.11,0.06,0.11,0.1,0.04,0.14,0.1,0.14,23,13,6,14,3,8,31,25.8,23,13,2,11,13,36,19,0
609,Iñaki Williams,La Liga,gh GHA,FW,Athletic Club,27,1994,38,32,2777,30.9,8,5,13,7,1,1,4,0,14.1,13.3,5.7,19,76,45,316,0.26,0.16,0.42,0.23,0.39,0.46,0.18,0.64,0.43,0.61,14,5,1,6,7,5,17,29.4,12,18,3,15,3,17,20,0
610,Nico Williams,La Liga,es ESP,MF,Athletic Club,19,2002,34,11,1337,14.9,0,0,0,0,0,0,4,0,2.6,2.6,1.5,4.1,82,27,147,0,0,0,0,0,0.17,0.1,0.27,0.17,0.27,20,10,6,11,3,10,31,32.3,21,18,2,16,5,25,9,0
611,Okay Yokuşlu,La Liga,tr TUR,DFMF,Getafe,27,1994,11,5,465,5.2,0,0,0,0,0,0,1,0,0.3,0.3,0,0.3,2,8,2,0,0,0,0,0,0.05,0,0.05,0.05,0.05,9,8,6,2,1,5,5,100,0,7,5,2,5,14,17,0
612,Okay Yokuşlu,La Liga,tr TUR,DFMF,Celta Vigo,27,1994,8,1,140,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,5,0,0,0,0,0,0,0.05,0,0.05,0.05,0.05,4,1,2,1,1,2,3,66.7,1,2,1,1,2,6,6,0
613,Joseba Zaldúa,La Liga,es ESP,DF,Real Sociedad,29,1992,24,14,1172,13,0,0,0,0,0,0,6,0,0.1,0.1,0.2,0.3,17,37,57,0,0,0,0,0,0.01,0.02,0.02,0.01,0.02,31,22,20,8,3,16,22,72.7,6,14,4,10,13,44,35,0
614,Oier Zarraga,La Liga,es ESP,MF,Athletic Club,22,1999,31,8,1166,13,1,0,1,0,1,1,5,0,1.3,0.5,0.2,0.7,24,74,37,0.08,0,0.08,0,0,0.1,0.01,0.12,0.04,0.05,13,5,4,7,2,3,28,10.7,25,17,10,7,19,32,10,0
615,Luca Zidane,La Liga,fr FRA,GK,Rayo Vallecano,23,1998,8,8,645,7.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
616,Igor Zubeldia,La Liga,es ESP,DF,Real Sociedad,24,1997,26,19,1648,18.3,0,1,1,0,0,0,7,0,0.6,0.6,1,1.6,8,63,3,0,0.05,0.05,0,0.05,0.03,0.05,0.09,0.03,0.09,20,10,12,8,0,12,18,66.7,6,16,6,10,27,47,53,0
617,Martín Zubimendi,La Liga,es ESP,MF,Real Sociedad,22,1999,36,26,2591,28.8,2,1,3,2,0,0,4,0,2.2,2.2,0.6,2.8,24,129,23,0.07,0.03,0.1,0.07,0.1,0.08,0.02,0.1,0.08,0.1,52,25,19,30,3,22,44,50,22,30,13,17,49,101,48,1
