Rk,Player,League,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_per90,Ast_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xAG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
420,William Mikelbrencis,Ligue 1,fr FRA,DF,Metz,17,2004,9,8,610,6.8,0,1,1,0,0,0,0,0,0.2,0.2,0.2,0.4,12,21,26,0,0.15,0.15,0,0.15,0.02,0.03,0.06,0.02,0.06,11,5,6,4,1,6,9,66.7,3,6,3,3,5,16,9,0
421,Arkadiusz Milik,Ligue 1,pl POL,FW,Marseille,27,1994,23,15,1416,15.7,7,2,9,6,1,1,1,0,8.2,7.4,1.7,9,15,25,111,0.44,0.13,0.57,0.38,0.51,0.52,0.11,0.62,0.47,0.57,9,2,0,5,4,4,18,22.2,14,9,1,8,3,12,10,1
422,Terem Moffi,Ligue 1,ng NGA,FW,Lorient,22,1999,37,34,2711,30.1,8,4,12,6,2,2,1,0,11.1,9.5,3.9,13.4,50,47,154,0.27,0.13,0.4,0.2,0.33,0.37,0.13,0.5,0.31,0.44,17,10,3,12,2,9,32,28.1,23,11,2,9,4,21,22,0
423,Dion Moise Sahi,Ligue 1,ci CIV,FWMF,Strasbourg,19,2001,8,0,128,1.4,0,0,0,0,0,0,0,0,0.6,0.6,0.1,0.7,5,8,10,0,0,0,0,0,0.43,0.04,0.48,0.43,0.48,0,0,0,0,0,0,0,,0,1,0,1,1,1,1,0
424,Florent Mollet,Ligue 1,fr FRA,FWMF,Montpellier,29,1991,35,32,2630,29.2,6,2,8,6,0,0,6,0,4.3,4.3,2.7,6.9,48,114,162,0.21,0.07,0.27,0.21,0.27,0.15,0.09,0.24,0.15,0.24,31,22,14,12,5,14,57,24.6,43,27,4,23,24,55,13,0
425,Thomas Monconduit,Ligue 1,fr FRA,MF,Lorient,30,1991,34,26,2248,25,3,2,5,3,0,0,5,0,1.5,1.5,3.3,4.7,27,160,32,0.12,0.08,0.2,0.12,0.2,0.06,0.13,0.19,0.06,0.19,41,25,19,17,5,20,57,35.1,37,21,10,11,22,63,51,1
426,Jérémy Morel,Ligue 1,mg MAD,DF,Lorient,37,1984,9,6,604,6.7,0,0,0,0,0,0,0,0,0,0,0.1,0.1,2,8,3,0,0,0,0,0,0,0.01,0.02,0,0.02,13,9,8,4,1,6,6,100,0,9,7,2,7,20,31,0
427,Lebo Mothiba,Ligue 1,za RSA,FWMF,Troyes,25,1996,13,5,522,5.8,2,0,2,1,1,1,1,0,2.1,1.3,0.5,1.7,7,2,39,0.34,0,0.34,0.17,0.17,0.36,0.08,0.44,0.22,0.3,8,4,4,3,1,2,5,40,3,3,0,3,2,10,0,0
428,Lebo Mothiba,Ligue 1,za RSA,FW,Strasbourg,25,1996,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
429,Baptiste Mouazan,Ligue 1,fr FRA,MF,Lorient,19,2001,3,1,96,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,3,3,0,0,0,0,0,0.05,0,0.05,0.05,0.05,4,3,2,2,0,1,3,33.3,2,3,0,3,1,5,1,0
430,Aimen Moueffek,Ligue 1,fr FRA,MF,Saint-Étienne,20,2001,14,4,432,4.8,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,18,25,11,0,0,0,0,0,0.02,0.02,0.04,0.02,0.04,7,4,2,3,2,2,8,25,6,3,0,3,2,9,4,0
431,Harold Moukoudi,Ligue 1,cm CMR,DF,Saint-Étienne,23,1997,24,17,1661,18.5,0,0,0,0,0,0,3,0,0.9,0.9,0.1,0.9,7,61,3,0,0,0,0,0,0.05,0,0.05,0.05,0.05,25,12,17,8,0,14,25,56,11,27,14,13,35,60,48,0
432,Jessy Moulin,Ligue 1,fr FRA,GK,Troyes,35,1986,7,7,630,7,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,7,0
433,Steve Mounié,Ligue 1,bj BEN,FW,Brest,26,1994,35,25,2312,25.7,9,2,11,7,2,2,2,0,11.8,10.2,1.2,11.4,29,65,106,0.35,0.08,0.43,0.27,0.35,0.46,0.05,0.5,0.4,0.44,17,6,3,12,2,4,27,14.8,23,13,1,12,6,23,12,0
434,Samuel Moutoussamy,Ligue 1,cd COD,MF,Nantes,24,1996,30,16,1509,16.8,0,1,1,0,0,0,5,0,1.8,1.8,0.4,2.2,13,66,16,0,0.06,0.06,0,0.06,0.11,0.03,0.13,0.11,0.13,48,32,20,20,8,23,62,37.1,39,14,2,12,17,65,16,0
435,Marshall Munetsi,Ligue 1,zw ZIM,MFDF,Reims,25,1996,24,20,1885,20.9,5,1,6,5,0,0,7,0,4,4,1.2,5.2,12,37,21,0.24,0.05,0.29,0.24,0.29,0.19,0.06,0.25,0.19,0.25,34,17,21,11,2,17,39,43.6,22,39,13,26,43,77,72,2
436,Junior Mwanga,Ligue 1,fr FRA,DF,Bordeaux,18,2003,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,2,4,1,0,3,3,100,0,1,0,1,0,5,1,0
437,Kévin N'Doram,Ligue 1,fr FRA,MF,Metz,25,1996,19,16,1235,13.7,0,0,0,0,0,0,5,0,1.1,1.1,0.4,1.5,3,63,6,0,0,0,0,0,0.08,0.03,0.11,0.08,0.11,10,8,3,5,2,3,20,15,17,24,5,19,19,29,21,0
438,Eric N'Jo,Ligue 1,fr FRA,DF,Troyes,17,2004,2,0,98,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,2,1,0
439,Vital N'Simba,Ligue 1,cd COD,DF,Clermont Foot,28,1993,34,31,2789,31,1,3,4,1,0,0,4,0,0.7,0.7,4.6,5.3,74,142,138,0.03,0.1,0.13,0.03,0.13,0.02,0.15,0.17,0.02,0.17,66,45,38,23,5,36,63,57.1,27,28,7,21,29,95,30,0
440,Mickael Nade,Ligue 1,fr FRA,DF,Saint-Étienne,22,1999,30,29,2563,28.5,1,0,1,1,0,0,4,0,1.5,1.5,0.2,1.7,10,85,4,0.04,0,0.04,0.04,0.04,0.05,0.01,0.06,0.05,0.06,57,35,37,18,2,23,38,60.5,15,29,15,14,60,117,84,0
441,Paul Nardi,Ligue 1,fr FRA,GK,Lorient,27,1994,22,22,1980,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,50,1,0,0,0,0,1,10,2
442,Keylor Navas,Ligue 1,cr CRC,GK,Paris S-G,34,1986,21,21,1856,20.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,1
443,Papa Ndiaga Yade,Ligue 1,sn SEN,DFFW,Metz,21,2000,18,5,696,7.7,0,1,1,0,0,0,3,0,0.2,0.2,0.7,0.9,39,12,32,0,0.13,0.13,0,0.13,0.03,0.09,0.12,0.03,0.12,15,10,8,7,0,8,18,44.4,10,4,1,3,10,25,9,0
444,Tanguy Ndombele,Ligue 1,fr FRA,MF,Lyon,24,1996,11,7,701,7.8,0,2,2,0,0,0,3,0,0.2,0.2,1.7,1.9,13,56,10,0,0.26,0.26,0,0.26,0.03,0.22,0.25,0.03,0.25,25,14,5,17,3,12,19,63.2,7,8,3,5,3,28,6,2
445,Dan Ndoye,Ligue 1,ch SUI,FWMF,Nice,20,2000,3,2,205,2.3,0,1,1,0,0,0,0,0,0.1,0.1,0.5,0.6,3,5,17,0,0.44,0.44,0,0.44,0.05,0.22,0.27,0.05,0.27,0,0,0,0,0,0,2,0,2,4,0,4,0,0,0,0
446,Neymar,Ligue 1,br BRA,FWMF,Paris S-G,29,1992,22,22,1851,20.6,13,6,19,10,3,4,10,0,10.8,7.7,7.5,15.2,96,146,244,0.63,0.29,0.92,0.49,0.78,0.53,0.37,0.89,0.37,0.74,29,19,5,12,12,12,36,33.3,24,9,1,8,4,33,2,1
447,Yvan Neyou,Ligue 1,cm CMR,MF,Saint-Étienne,24,1997,16,12,936,10.4,0,0,0,0,0,0,4,1,0.1,0.1,0.4,0.6,8,39,14,0,0,0,0,0,0.01,0.04,0.05,0.01,0.05,29,13,14,12,3,9,27,33.3,18,8,3,5,23,52,13,0
448,Opa Nguette,Ligue 1,sn SEN,FWMF,Metz,27,1994,26,10,1048,11.6,2,2,4,2,0,0,1,0,2.2,2.2,0.4,2.5,32,25,76,0.17,0.17,0.34,0.17,0.34,0.19,0.03,0.22,0.19,0.22,21,14,9,6,6,5,14,35.7,9,13,3,10,2,23,9,0
449,Sikou Niakaté,Ligue 1,fr FRA,DF,Metz,22,1999,12,8,661,7.3,0,0,0,0,0,0,2,0,0.1,0.1,0,0.2,3,7,0,0,0,0,0,0,0.02,0.01,0.02,0.02,0.02,8,7,8,0,0,4,11,36.4,7,5,3,2,27,35,34,0
450,Ibrahima Niane,Ligue 1,sn SEN,FW,Metz,22,1999,26,20,1582,17.6,3,1,4,2,1,1,2,1,3.7,2.9,1.3,4.2,14,20,89,0.17,0.06,0.23,0.11,0.17,0.21,0.07,0.28,0.17,0.24,1,1,0,1,0,0,5,0,5,6,1,5,3,4,16,0
451,M'Baye Niang,Ligue 1,sn SEN,FW,Bordeaux,26,1994,22,7,777,8.6,3,1,4,3,0,0,3,0,3.3,3.3,1.7,5.1,8,12,63,0.35,0.12,0.46,0.35,0.46,0.39,0.2,0.59,0.39,0.59,4,0,0,2,2,0,4,0,4,9,1,8,1,5,4,0
452,Cheikh Niasse,Ligue 1,sn SEN,FWMF,Lille,21,2000,4,0,44,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,3,66.7,1,1,1,0,1,3,2,0
453,Casimir Ninga,Ligue 1,td CHA,FW,Angers,28,1993,16,3,409,4.5,0,0,0,0,0,0,2,0,0.8,0.8,0,0.9,6,5,27,0,0,0,0,0,0.18,0.01,0.19,0.18,0.19,5,1,1,4,0,2,5,40,3,2,0,2,1,6,0,0
454,Arnaud Nordin,Ligue 1,fr FRA,FWMF,Saint-Étienne,23,1998,36,20,1874,20.8,4,4,8,4,0,0,4,0,3.5,3.5,2.4,5.9,73,44,163,0.19,0.19,0.38,0.19,0.38,0.17,0.11,0.28,0.17,0.28,21,11,8,8,5,8,22,36.4,14,19,0,19,6,27,8,0
455,Alexander Nübel,Ligue 1,de GER,GK,Monaco,24,1996,38,38,3420,38,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,11,1
456,Gerzino Nyamsi,Ligue 1,fr FRA,DF,Strasbourg,24,1997,34,33,2984,33.2,0,2,2,0,0,0,4,0,2.1,2.1,1.1,3.2,11,72,5,0,0.06,0.06,0,0.06,0.06,0.03,0.1,0.06,0.1,35,21,24,9,2,20,27,74.1,7,25,16,9,25,60,90,1
457,Florent Ogier,Ligue 1,fr FRA,DF,Clermont Foot,32,1989,30,29,2429,27,1,0,1,1,0,0,6,0,0.7,0.7,0.2,0.8,2,80,2,0.04,0,0.04,0.04,0.04,0.02,0.01,0.03,0.02,0.03,31,17,18,12,1,17,31,54.8,14,41,27,14,37,68,89,0
458,Warmed Omari,Ligue 1,fr FRA,DF,Rennes,21,2000,34,31,2796,31.1,0,0,0,0,0,0,6,0,0.4,0.4,0.2,0.7,23,111,4,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02,33,17,22,10,1,15,23,65.2,8,20,13,7,31,64,94,5
459,Jonas Omlin,Ligue 1,ch SUI,GK,Montpellier,27,1994,29,29,2587,28.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,2,3,66.7,1,0,0,0,0,2,12,3
460,Amadou Onana,Ligue 1,be BEL,MF,Lille,19,2001,32,11,1359,15.1,1,0,1,1,0,0,2,1,2.6,2.6,1.1,3.7,24,59,21,0.07,0,0.07,0.07,0.07,0.17,0.07,0.24,0.17,0.24,48,31,17,27,4,18,25,72,7,10,3,7,30,78,19,0
461,Jean Onana,Ligue 1,cm CMR,MF,Bordeaux,21,2000,23,23,1832,20.4,3,2,5,3,0,0,3,1,1.4,1.4,1.6,3,18,90,46,0.15,0.1,0.25,0.15,0.25,0.07,0.08,0.15,0.07,0.15,70,49,33,33,4,35,86,40.7,51,37,5,32,36,106,23,1
462,Otávio,Ligue 1,br BRA,MF,Bordeaux,27,1994,16,13,1147,12.7,0,0,0,0,0,0,3,0,0.4,0.4,0.1,0.5,4,49,5,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04,36,23,13,21,2,16,39,41,23,9,3,6,18,54,11,0
463,Dango Ouattara,Ligue 1,bf BFA,MFFW,Lorient,19,2002,25,7,812,9,1,2,3,1,0,0,4,0,2.1,2.1,1.4,3.5,18,23,76,0.11,0.22,0.33,0.11,0.33,0.24,0.15,0.39,0.24,0.39,21,15,9,11,1,11,23,47.8,12,10,1,9,14,35,15,1
464,Remi Oudin,Ligue 1,fr FRA,MFFW,Bordeaux,24,1996,33,20,1737,19.3,4,5,9,4,0,0,6,0,3,3,3.8,6.8,31,53,96,0.21,0.26,0.47,0.21,0.47,0.16,0.2,0.35,0.16,0.35,34,18,19,13,2,18,32,56.3,14,14,3,11,27,61,21,0
465,Alexandre Oukidja,Ligue 1,dz ALG,GK,Metz,33,1988,21,21,1875,20.8,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,17,2
466,Azzedine Ounahi,Ligue 1,ma MAR,MF,Angers,21,2000,32,16,1633,18.1,2,1,3,2,0,0,2,0,2,2,1.5,3.5,50,110,79,0.11,0.06,0.17,0.11,0.17,0.11,0.08,0.19,0.11,0.19,39,22,16,22,1,11,40,27.5,29,19,1,18,26,65,13,0
467,Ambroise Oyongo,Ligue 1,cm CMR,DF,Montpellier,30,1991,11,7,659,7.3,1,0,1,1,0,0,5,0,0.3,0.3,0.2,0.5,11,18,26,0.14,0,0.14,0.14,0.14,0.03,0.03,0.06,0.03,0.06,13,4,7,4,2,9,15,60,6,5,1,4,6,19,17,0
468,Vincent Pajot,Ligue 1,fr FRA,MF,Metz,30,1990,30,27,2311,25.7,1,0,1,1,0,0,6,1,0.9,0.9,0.4,1.2,12,96,25,0.04,0,0.04,0.04,0.04,0.03,0.01,0.05,0.03,0.05,86,56,35,47,4,20,46,43.5,26,33,6,27,51,137,38,0
469,Nicolas Pallois,Ligue 1,fr FRA,DF,Nantes,33,1987,30,29,2447,27.2,1,0,1,1,0,0,8,1,0.4,0.4,0.1,0.5,16,72,7,0.04,0,0.04,0.04,0.04,0.02,0,0.02,0.02,0.02,51,33,40,11,0,34,59,57.6,25,40,19,21,53,104,116,1
470,Erik Palmer-Brown,Ligue 1,us USA,DF,Troyes,24,1997,21,19,1734,19.3,0,0,0,0,0,0,2,0,0.9,0.9,0.1,1,4,36,1,0,0,0,0,0,0.05,0.01,0.05,0.05,0.05,37,22,29,8,0,20,26,76.9,6,26,18,8,34,71,87,1
471,Emerson Palmieri,Ligue 1,it ITA,DF,Lyon,26,1994,29,26,2264,25.2,1,2,3,1,0,0,3,1,0.9,0.9,3.6,4.5,74,101,115,0.04,0.08,0.12,0.04,0.12,0.04,0.14,0.18,0.04,0.18,46,25,16,22,8,22,34,64.7,12,23,8,15,27,73,66,0
472,Lucas Paquetá,Ligue 1,br BRA,MFFW,Lyon,23,1997,35,32,2699,30,9,6,15,8,1,1,3,0,9.8,9,4.5,13.5,59,168,219,0.3,0.2,0.5,0.27,0.47,0.33,0.15,0.48,0.3,0.45,68,38,24,26,18,17,51,33.3,34,43,5,38,9,77,22,0
473,Rubén Pardo,Ligue 1,es ESP,MF,Bordeaux,28,1992,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
474,Leandro Paredes,Ligue 1,ar ARG,MF,Paris S-G,27,1994,15,10,838,9.3,1,2,3,1,0,0,3,0,0.4,0.4,0.4,0.8,6,55,3,0.11,0.21,0.32,0.11,0.32,0.04,0.04,0.08,0.04,0.08,23,13,9,11,3,12,24,50,12,10,6,4,10,33,5,2
475,Strahinja Pavlović,Ligue 1,rs SRB,DF,Monaco,20,2001,7,5,451,5,0,0,0,0,0,0,4,1,0.5,0.5,0.2,0.7,10,33,1,0,0,0,0,0,0.11,0.04,0.15,0.11,0.15,23,16,8,13,2,8,12,66.7,4,5,3,2,9,32,15,0
476,Dimitri Payet,Ligue 1,fr FRA,FWMF,Marseille,34,1987,31,28,2592,28.8,12,10,22,5,7,7,3,0,10.6,5.1,10,15.1,76,187,212,0.42,0.35,0.76,0.17,0.52,0.37,0.35,0.71,0.18,0.52,16,8,4,10,2,7,31,22.6,24,9,0,9,9,25,3,0
477,Timothee Pembele,Ligue 1,fr FRA,DF,Bordeaux,18,2002,26,17,1414,15.7,1,1,2,1,0,0,3,0,0.9,0.9,3.1,4,71,40,97,0.06,0.06,0.13,0.06,0.13,0.06,0.2,0.26,0.06,0.26,20,8,8,10,2,10,29,34.5,19,12,3,9,16,36,24,0
478,Brayann Pereira,Ligue 1,fr FRA,DFMF,Lens,18,2003,2,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0.1,0.1,2,0,3,0,0,0,0,0,0,0.51,0.51,0,0.51,1,1,1,0,0,1,1,100,0,0,0,0,0,1,1,0
479,Danilo Pereira,Ligue 1,pt POR,MF,Paris S-G,29,1991,27,22,2038,22.6,5,0,5,5,0,0,2,0,3.2,3.2,0.4,3.6,18,111,15,0.22,0,0.22,0.22,0.22,0.14,0.02,0.16,0.14,0.16,33,17,10,20,3,14,28,50,14,19,10,9,37,70,29,1
480,Mathias Pereira Lage,Ligue 1,pt POR,DF,Angers,24,1996,24,11,1040,11.6,4,2,6,4,0,0,0,0,2.6,2.6,1.4,4.1,22,36,73,0.35,0.17,0.52,0.35,0.52,0.23,0.13,0.35,0.23,0.35,21,7,10,7,4,8,30,26.7,22,18,7,11,21,42,22,0
481,Luan Peres Petroni,Ligue 1,br BRA,DF,Marseille,27,1994,34,29,2679,29.8,0,2,2,0,0,0,6,0,0.1,0.1,1.7,1.8,52,124,50,0,0.07,0.07,0,0.07,0,0.06,0.06,0,0.06,65,35,33,25,7,36,52,69.2,16,26,12,14,43,108,64,1
482,Lucas Perrin,Ligue 1,fr FRA,DF,Strasbourg,22,1998,31,29,2502,27.8,1,1,2,1,0,0,5,0,0.4,0.4,0.6,1,33,148,12,0.04,0.04,0.07,0.04,0.07,0.01,0.02,0.03,0.01,0.03,43,32,24,17,2,26,45,57.8,19,28,11,17,42,85,67,0
483,Danijel Petković,Ligue 1,me MNE,GK,Angers,28,1993,15,15,1350,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,9,5
484,Léo Pétrot,Ligue 1,fr FRA,DF,Lorient,24,1997,22,21,1815,20.2,1,0,1,1,0,0,0,0,0.5,0.5,0.1,0.6,6,44,4,0.05,0,0.05,0.05,0.05,0.03,0,0.03,0.03,0.03,31,17,23,8,0,21,29,72.4,8,33,17,16,22,53,86,0
485,Romain Philippoteaux,Ligue 1,fr FRA,MF,Brest,33,1988,1,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0
486,Jérôme Phojo,Ligue 1,fr FRA,DF,Clermont Foot,28,1993,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
487,Jérémy Pied,Ligue 1,fr FRA,DFFW,Lille,32,1989,2,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,0,0,0,0,0,0,0.18,0.18,0,0.18,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
488,Ronaël Pierre-Gabriel,Ligue 1,fr FRA,DF,Brest,23,1998,30,29,2548,28.3,0,1,1,0,0,0,6,0,0.6,0.6,1.7,2.2,65,138,71,0,0.04,0.04,0,0.04,0.02,0.06,0.08,0.02,0.08,79,45,52,21,6,42,73,57.5,31,22,7,15,48,127,74,0
489,Julian Pollersbeck,Ligue 1,de GER,GK,Lyon,26,1994,6,4,436,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0
490,Gaëtan Poussin,Ligue 1,fr FRA,GK,Bordeaux,22,1999,13,13,1170,13,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,100,0,0,0,0,0,1,15,1
491,Sanjin Prcić,Ligue 1,ba BIH,MF,Strasbourg,27,1993,32,27,2186,24.3,1,0,1,1,0,0,4,0,1.5,1.5,1.7,3.2,19,163,18,0.04,0,0.04,0.04,0.04,0.06,0.07,0.13,0.06,0.13,47,28,14,27,6,14,29,48.3,15,18,3,15,47,94,19,0
492,Nicolas de Préville,Ligue 1,fr FRA,FWMF,Metz,30,1991,27,24,1969,21.9,5,2,7,5,0,0,5,0,2.8,2.8,2.2,5,55,47,109,0.23,0.09,0.32,0.23,0.32,0.13,0.1,0.23,0.13,0.23,17,8,7,8,2,3,19,15.8,16,12,4,8,5,22,11,0
493,Nemanja Radonjić,Ligue 1,rs SRB,FW,Marseille,25,1996,1,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0.1,0.1,1,1,7,0,0,0,0,0,0,0.66,0.66,0,0.66,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
494,Rafinha,Ligue 1,br BRA,FWMF,Paris S-G,28,1993,5,3,220,2.4,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,6,16,16,0,0,0,0,0,0.09,0.03,0.12,0.09,0.12,14,8,3,9,2,7,11,63.6,4,3,0,3,4,18,0,0
495,Predrag Rajković,Ligue 1,rs SRB,GK,Reims,25,1995,38,38,3420,38,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,2,3,66.7,1,1,0,1,1,3,21,1
496,Adil Rami,Ligue 1,fr FRA,DF,Troyes,35,1985,17,14,1171,13,3,0,3,3,0,0,1,0,0.8,0.8,0.1,0.8,5,24,0,0.23,0,0.23,0.23,0.23,0.06,0,0.06,0.06,0.06,10,9,6,4,0,7,8,87.5,1,17,9,8,16,26,43,0
497,Sergio Ramos,Ligue 1,es ESP,DF,Paris S-G,35,1986,12,8,801,8.9,2,0,2,2,0,0,3,1,1.8,1.8,0,1.8,8,61,5,0.22,0,0.22,0.22,0.22,0.2,0,0.2,0.2,0.2,12,5,6,6,0,8,15,53.3,7,4,2,2,8,20,27,0
498,Elba Rashani,Ligue 1,xk KVX,FWMF,Clermont Foot,28,1993,29,22,1759,19.5,8,3,11,8,0,0,3,0,5.2,5.2,2.2,7.4,43,46,110,0.41,0.15,0.56,0.41,0.56,0.26,0.11,0.38,0.26,0.38,40,21,15,21,4,17,55,30.9,38,34,3,31,11,51,20,0
499,Jeff Reine-Adélaïde,Ligue 1,fr FRA,MFDF,Lyon,23,1998,10,1,198,2.2,0,1,1,0,0,0,0,0,0.2,0.2,0.9,1.1,7,16,15,0,0.45,0.45,0,0.45,0.08,0.42,0.5,0.08,0.5,5,3,4,1,0,4,5,80,1,2,0,2,0,5,0,1
500,Tiago Ribeiro,Ligue 1,pt POR,FW,Monaco,19,2002,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
501,Sergio Rico,Ligue 1,es ESP,GK,Paris S-G,27,1993,1,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
502,Renaud Ripart,Ligue 1,fr FRA,MFFW,Troyes,28,1993,28,22,1893,21,2,2,4,2,0,0,2,0,3.1,3.1,2.3,5.3,39,61,147,0.1,0.1,0.19,0.1,0.19,0.15,0.11,0.25,0.15,0.25,38,21,18,15,5,18,50,36,32,21,1,20,19,57,21,1
503,Mihailo Ristić,Ligue 1,rs SRB,DF,Montpellier,25,1995,29,19,1803,20,1,3,4,1,0,0,3,1,0.5,0.5,1.3,1.8,53,76,86,0.05,0.15,0.2,0.05,0.2,0.02,0.07,0.09,0.02,0.09,44,32,26,16,2,25,43,58.1,18,16,6,10,17,61,48,0
504,Maxence Rivera,Ligue 1,fr FRA,FW,Saint-Étienne,19,2002,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
505,Patrick Roberts,Ligue 1,eng ENG,MF,Troyes,24,1997,1,0,14,0.2,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,1,1,0,0,0,0,0,0,2.58,0,2.58,2.58,2.58,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
506,Stian Rode Gregersen,Ligue 1,no NOR,DF,Bordeaux,26,1995,24,22,1953,21.7,1,1,2,1,0,0,7,0,1.2,1.2,0.4,1.6,20,53,7,0.05,0.05,0.09,0.05,0.09,0.05,0.02,0.07,0.05,0.07,39,26,23,12,4,18,33,54.5,15,26,16,10,38,77,103,2
507,Gerson Rodrigues,Ligue 1,lu LUX,FWMF,Troyes,26,1995,12,9,848,9.4,1,1,2,1,0,0,6,0,3,3,0.4,3.4,25,28,60,0.11,0.11,0.21,0.11,0.21,0.32,0.04,0.36,0.32,0.36,12,9,2,6,4,1,17,5.9,16,8,1,7,0,12,2,0
508,Valentin Rongier,Ligue 1,fr FRA,MFDF,Marseille,26,1994,32,25,2194,24.4,0,1,1,0,0,0,3,0,2.4,2.4,1.4,3.8,52,195,79,0,0.04,0.04,0,0.04,0.1,0.06,0.16,0.1,0.16,77,51,36,36,5,28,60,46.7,32,26,5,21,33,110,14,0
509,Pablo Rosario,Ligue 1,nl NED,MF,Nice,24,1997,36,31,2729,30.3,0,2,2,0,0,0,7,0,1.2,1.2,1,2.2,23,186,24,0,0.07,0.07,0,0.07,0.04,0.03,0.07,0.04,0.07,59,37,18,32,9,26,66,39.4,40,33,7,26,38,97,43,0
510,Roli Pereira de Sa,Ligue 1,fr FRA,MF,Nantes,24,1996,17,5,573,6.4,0,0,0,0,0,0,1,0,0.6,0.6,0.6,1.2,14,16,20,0,0,0,0,0,0.09,0.1,0.19,0.09,0.19,12,4,3,5,4,3,20,15,17,6,0,6,6,18,3,0
