Rk,Player,League,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_per90,Ast_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xAG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
234,Samir Handanović,Seria A,si SVN,GK,Inter,37,1984,37,37,3330,37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,50,1,1,0,1,0,1,6,3
235,Ridgeciano Haps,Seria A,sr SUR,DF,Venezia,28,1993,25,24,2056,22.8,1,1,2,1,0,0,6,0,0.5,0.5,0.6,1,30,59,69,0.04,0.04,0.09,0.04,0.09,0.02,0.03,0.04,0.02,0.04,36,20,26,4,6,11,21,52.4,10,34,12,22,29,65,57,1
236,Abdou Harroui,Seria A,nl NED,MF,Sassuolo,23,1998,22,3,452,5,0,0,0,0,0,0,2,0,0.5,0.5,0.2,0.7,9,29,15,0,0,0,0,0,0.1,0.04,0.14,0.1,0.14,11,4,4,7,0,8,11,72.7,3,14,0,14,4,15,5,0
237,Hans Hateboer,Seria A,nl NED,DFMF,Atalanta,27,1994,21,16,1386,15.4,0,0,0,0,0,0,2,0,1.4,1.4,0.8,2.3,37,73,121,0,0,0,0,0,0.09,0.05,0.15,0.09,0.15,22,14,10,8,4,11,26,42.3,15,11,1,10,7,29,20,0
238,Silvan Hefti,Seria A,ch SUI,DF,Genoa,23,1997,16,14,1288,14.3,0,0,0,0,0,0,1,0,0.2,0.2,0.7,0.9,30,39,43,0,0,0,0,0,0.01,0.05,0.06,0.01,0.06,50,30,23,22,5,32,58,55.2,26,20,4,16,20,70,34,1
239,Liam Henderson,Seria A,sct SCO,MF,Empoli,25,1996,38,23,2020,22.4,2,3,5,2,0,0,4,0,2.5,2.5,3,5.6,22,100,133,0.09,0.13,0.22,0.09,0.22,0.11,0.13,0.25,0.11,0.25,22,13,7,8,7,9,31,29,22,14,4,10,9,31,13,0
240,Dalbert Henrique,Seria A,br BRA,DFMF,Cagliari,27,1993,28,27,2081,23.1,0,2,2,0,0,0,9,0,1.5,1.5,2,3.5,33,53,96,0,0.09,0.09,0,0.09,0.07,0.09,0.15,0.07,0.15,43,23,23,16,4,11,35,31.4,24,28,5,23,24,67,34,0
241,Matheus Henrique,Seria A,br BRA,MF,Sassuolo,23,1997,25,10,1078,12,0,1,1,0,0,0,3,0,0.3,0.3,0.8,1.1,17,55,21,0,0.08,0.08,0,0.08,0.03,0.07,0.1,0.03,0.1,10,3,6,3,1,6,24,25,18,14,2,12,7,17,12,1
242,Thomas Henry,Seria A,fr FRA,FW,Venezia,26,1994,33,23,2115,23.5,9,2,11,9,0,0,6,1,6.8,6.8,3.8,10.6,20,31,99,0.38,0.09,0.47,0.38,0.47,0.29,0.16,0.45,0.29,0.45,9,4,2,3,4,5,13,38.5,8,11,5,6,2,11,25,0
243,Theo Hernández,Seria A,fr FRA,DF,Milan,23,1997,32,30,2711,30.1,5,5,10,4,1,2,7,2,3.7,2.8,5.8,8.6,120,116,140,0.17,0.17,0.33,0.13,0.3,0.12,0.19,0.32,0.09,0.29,53,35,34,14,5,29,40,72.5,11,16,3,13,23,76,29,3
244,Hernani,Seria A,br BRA,MFFW,Genoa,27,1994,18,7,682,7.6,0,0,0,0,0,0,0,0,0.6,0.6,0.2,0.9,7,17,20,0,0,0,0,0,0.08,0.03,0.11,0.08,0.11,20,10,8,9,3,13,32,40.6,19,17,4,13,13,33,5,1
245,Daan Heymans,Seria A,be BEL,MFFW,Venezia,22,1999,7,2,256,2.8,0,1,1,0,0,0,4,0,0.1,0.1,0.2,0.3,2,9,13,0,0.35,0.35,0,0.35,0.04,0.08,0.12,0.04,0.12,3,1,1,2,0,1,5,20,4,7,3,4,4,7,3,0
246,Aaron Hickey,Seria A,sct SCO,DF,Bologna,19,2002,36,34,2820,31.3,5,1,6,5,0,0,7,0,0.9,0.9,1.8,2.6,57,52,156,0.16,0.03,0.19,0.16,0.19,0.03,0.06,0.08,0.03,0.08,46,29,24,15,7,20,30,66.7,10,36,13,23,29,75,44,0
247,Martin Hongla,Seria A,cm CMR,MF,Hellas Verona,23,1998,18,7,651,7.2,1,0,1,1,0,0,3,0,1.5,1.5,0.1,1.5,6,23,12,0.14,0,0.14,0.14,0.14,0.2,0.01,0.21,0.2,0.21,14,8,5,6,3,4,8,50,4,6,2,4,4,18,16,1
248,Sydney van Hooijdonk,Seria A,nl NED,FWMF,Bologna,21,2000,4,0,38,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
249,Petko Hristov,Seria A,bg BUL,DF,Spezia,22,1999,17,13,1248,13.9,1,1,2,1,0,0,3,0,0.2,0.2,0.5,0.7,3,25,2,0.07,0.07,0.14,0.07,0.14,0.01,0.04,0.05,0.01,0.05,17,10,11,6,0,10,16,62.5,6,29,23,6,19,36,47,0
250,Elseid Hysaj,Seria A,al ALB,DF,Lazio,27,1994,29,24,2027,22.5,1,0,1,1,0,0,3,0,0.8,0.8,0.7,1.5,26,96,69,0.04,0,0.04,0.04,0.04,0.03,0.03,0.06,0.03,0.06,46,30,25,17,4,29,45,64.4,16,18,6,12,24,70,34,1
251,Roger Ibanez,Seria A,br BRA,DF,Roma,22,1998,34,32,2889,32.1,3,0,3,3,0,0,9,0,2,2,0.5,2.5,33,116,15,0.09,0,0.09,0.09,0.09,0.06,0.02,0.08,0.06,0.08,54,32,31,19,4,26,43,60.5,17,26,7,19,62,116,104,2
252,Zlatan Ibrahimović,Seria A,se SWE,FW,Milan,39,1981,23,11,1016,11.3,8,2,10,8,0,1,2,0,7.2,6.4,2.1,8.5,13,50,99,0.71,0.18,0.89,0.71,0.89,0.64,0.18,0.82,0.57,0.75,0,0,0,0,0,0,2,0,2,2,1,1,3,3,9,0
253,Igor,Seria A,br BRA,DF,Fiorentina,23,1998,30,23,2242,24.9,0,0,0,0,0,0,3,0,0.4,0.4,0.9,1.4,20,95,1,0,0,0,0,0,0.02,0.04,0.05,0.02,0.05,53,31,34,16,3,30,40,75,10,37,19,18,31,84,46,4
254,Jonathan Ikone,Seria A,fr FRA,FW,Fiorentina,23,1998,17,7,649,7.2,1,1,2,1,0,0,1,0,1.7,1.7,1.6,3.2,13,27,57,0.14,0.14,0.28,0.14,0.28,0.23,0.22,0.45,0.23,0.45,7,3,2,3,2,3,10,30,7,10,2,8,1,8,2,0
255,Ivan Ilić,Seria A,rs SRB,MF,Hellas Verona,20,2001,32,30,2526,28.1,1,3,4,1,0,0,5,1,2.4,2.4,1.8,4.2,39,134,67,0.04,0.11,0.14,0.04,0.14,0.09,0.06,0.15,0.09,0.15,39,18,16,19,4,20,54,37,34,34,12,22,22,61,55,0
256,Josip Iličić,Seria A,si SVN,MFFW,Atalanta,33,1988,20,8,841,9.3,3,3,6,3,0,1,1,0,3.1,2.4,3.3,5.7,43,70,98,0.32,0.32,0.64,0.32,0.64,0.34,0.36,0.69,0.25,0.61,7,7,3,2,2,4,17,23.5,13,6,1,5,3,10,1,0
257,Ciro Immobile,Seria A,it ITA,FW,Lazio,31,1990,31,31,2711,30.1,27,2,29,20,7,9,4,0,21.5,14.3,2.8,17.2,52,54,204,0.9,0.07,0.96,0.66,0.73,0.71,0.09,0.81,0.48,0.57,10,5,4,4,2,1,15,6.7,14,7,1,6,3,13,16,0
258,Lorenzo Insigne,Seria A,it ITA,FW,Napoli,30,1991,32,28,2290,25.4,11,8,19,2,9,13,2,0,15.3,4.9,5.6,10.6,104,150,208,0.43,0.31,0.75,0.08,0.39,0.6,0.22,0.82,0.19,0.42,23,14,8,12,3,8,44,18.2,36,30,1,29,20,43,3,1
259,Ardian Ismajli,Seria A,al ALB,DF,Empoli,24,1996,20,13,1272,14.1,0,0,0,0,0,0,7,0,0.3,0.3,0.1,0.4,18,51,3,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03,13,9,8,4,1,5,14,35.7,9,21,11,10,24,37,80,0
260,Armando Izzo,Seria A,it ITA,DF,Torino,29,1992,11,6,526,5.8,0,0,0,0,0,0,4,0,0.6,0.6,0,0.6,6,27,8,0,0,0,0,0,0.11,0,0.11,0.11,0.11,16,9,14,2,0,9,11,81.8,2,5,4,1,17,33,21,0
261,Mato Jajalo,Seria A,ba BIH,MF,Udinese,33,1988,22,6,629,7,0,1,1,0,0,0,2,0,0.4,0.4,0.8,1.2,3,31,7,0,0.14,0.14,0,0.14,0.05,0.12,0.17,0.05,0.17,24,14,14,7,3,11,23,47.8,12,7,0,7,11,35,5,0
262,Paweł Jaroszyński,Seria A,pl POL,DF,Salernitana,26,1994,13,4,516,5.7,0,0,0,0,0,0,2,0,0.1,0.1,0.5,0.6,4,10,11,0,0,0,0,0,0.02,0.09,0.11,0.02,0.11,10,5,7,3,0,5,7,71.4,2,4,0,4,10,20,19,0
263,Juan Jesus,Seria A,br BRA,DF,Napoli,30,1991,21,14,1278,14.2,1,0,1,1,0,0,1,0,0.3,0.3,0.3,0.6,1,36,0,0.07,0,0.07,0.07,0.07,0.02,0.02,0.04,0.02,0.04,25,17,14,11,0,12,18,66.7,6,21,16,5,9,34,34,0
264,Dennis Johnsen,Seria A,no NOR,FWMF,Venezia,23,1998,26,17,1445,16.1,1,2,3,1,0,0,2,0,2.3,2.3,2.8,5.1,36,31,140,0.06,0.12,0.19,0.06,0.19,0.14,0.17,0.31,0.14,0.31,14,10,8,4,2,6,18,33.3,12,14,1,13,5,19,3,0
265,Kaio Jorge,Seria A,br BRA,MFFW,Juventus,19,2002,9,0,121,1.3,0,0,0,0,0,0,0,0,0.7,0.7,0.1,0.9,2,1,12,0,0,0,0,0,0.55,0.1,0.65,0.55,0.65,2,1,0,2,0,1,3,33.3,2,1,0,1,0,2,2,0
266,Flavio Junior Bianchi,Seria A,it ITA,FWMF,Genoa,21,2000,7,4,314,3.5,1,0,1,1,0,0,0,0,0.8,0.8,0.1,0.9,2,3,18,0.29,0,0.29,0.29,0.29,0.23,0.03,0.26,0.23,0.26,2,2,1,0,1,0,2,0,2,0,0,0,0,2,0,0
267,Hamed Junior Traorè,Seria A,ci CIV,FWMF,Sassuolo,21,2000,31,21,1775,19.7,7,2,9,7,0,0,3,0,5.7,5.7,3.5,9.3,90,110,134,0.35,0.1,0.46,0.35,0.46,0.29,0.18,0.47,0.29,0.47,32,18,8,14,10,10,46,21.7,36,22,2,20,12,44,6,1
268,Nikola Kalinić,Seria A,hr CRO,FW,Hellas Verona,33,1988,14,4,406,4.5,4,1,5,4,0,0,5,1,3.2,3.2,0.9,4.1,3,6,49,0.89,0.22,1.11,0.89,1.11,0.72,0.19,0.91,0.72,0.91,2,0,0,1,1,1,2,50,1,2,0,2,0,2,2,0
269,Yayah Kallon,Seria A,sl SLE,FWMF,Genoa,20,2001,15,5,636,7.1,0,1,1,0,0,0,3,0,1.5,1.5,1.6,3,24,5,61,0,0.14,0.14,0,0.14,0.21,0.22,0.43,0.21,0.43,15,11,5,6,4,3,11,27.3,8,7,1,6,1,16,5,0
270,Pierre Kalulu,Seria A,fr FRA,DF,Milan,21,2000,28,21,1944,21.6,1,2,3,1,0,0,4,0,0.3,0.3,0.6,1,21,78,35,0.05,0.09,0.14,0.05,0.14,0.02,0.03,0.05,0.02,0.05,61,36,36,21,4,17,22,77.3,5,36,15,21,26,87,54,0
271,Dimitrije Kamenović,Seria A,rs SRB,DF,Lazio,21,2000,1,0,45,0.5,0,0,0,0,0,0,0,0,0.7,0.7,0,0.7,0,0,0,0,0,0,0,0,1.32,0,1.32,1.32,1.32,1,1,1,0,0,1,1,100,0,0,0,0,2,3,1,0
272,Rick Karsdorp,Seria A,nl NED,DFFW,Roma,26,1995,36,32,2883,32,0,2,2,0,0,0,9,1,0.1,0.1,4.8,4.9,46,150,210,0,0.06,0.06,0,0.06,0,0.15,0.15,0,0.15,53,38,33,13,7,28,50,56,22,22,5,17,34,87,26,1
273,Denso Kasius,Seria A,nl NED,DFFW,Bologna,18,2002,7,1,180,2,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.6,6,3,20,0,0,0,0,0,0.07,0.25,0.32,0.07,0.32,9,7,5,3,1,2,5,40,3,4,0,4,3,12,4,0
274,Grigoris Kastanos,Seria A,cy CYP,MFFW,Salernitana,23,1998,27,16,1348,15,1,1,2,1,0,0,4,1,1.2,1.2,1.5,2.7,27,62,54,0.07,0.07,0.13,0.07,0.13,0.08,0.1,0.18,0.08,0.18,30,19,9,19,2,7,23,30.4,16,21,5,16,22,52,8,0
275,Moise Kean,Seria A,it ITA,FW,Juventus,21,2000,32,12,1098,12.2,5,2,7,5,0,0,5,0,4.9,4.9,0.2,5.1,20,10,77,0.41,0.16,0.57,0.41,0.57,0.4,0.02,0.42,0.4,0.42,9,4,2,5,2,6,16,37.5,10,5,0,5,3,12,8,1
276,Wajdi Kechrida,Seria A,tn TUN,DFMF,Salernitana,25,1995,17,10,952,10.6,0,1,1,0,0,0,0,0,0.2,0.2,0.8,1,16,29,30,0,0.09,0.09,0,0.09,0.02,0.08,0.1,0.02,0.1,9,6,6,3,0,8,13,61.5,5,10,2,8,8,17,15,0
277,Dimitrios Keramitsis,Seria A,gr GRE,MF,Roma,17,2004,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
278,Franck Kessié,Seria A,ci CIV,MF,Milan,24,1996,31,25,2308,25.6,6,0,6,4,2,3,2,0,4.4,2,1.7,3.7,36,130,61,0.23,0,0.23,0.16,0.16,0.17,0.06,0.24,0.08,0.14,41,23,12,24,5,17,26,65.4,9,39,10,29,23,64,22,0
279,Jakub Kiwior,Seria A,pl POL,MF,Spezia,21,2000,22,21,1964,21.8,0,0,0,0,0,0,6,0,0.4,0.4,0.9,1.2,5,48,13,0,0,0,0,0,0.02,0.04,0.06,0.02,0.06,50,27,25,19,6,26,57,45.6,31,38,15,23,40,90,53,0
280,Sofian Kiyine,Seria A,ma MAR,MFFW,Venezia,23,1997,26,14,1239,13.8,1,0,1,1,0,1,8,1,1.5,0.6,2,2.6,48,62,44,0.07,0,0.07,0.07,0.07,0.11,0.15,0.26,0.04,0.19,24,14,9,11,4,12,32,37.5,20,15,1,14,10,34,9,0
281,Simon Kjær,Seria A,dk DEN,DF,Milan,32,1989,11,10,802,8.9,0,0,0,0,0,0,2,0,0.5,0.5,0.3,0.8,3,23,1,0,0,0,0,0,0.05,0.04,0.09,0.05,0.09,20,12,9,8,3,6,12,50,6,17,13,4,9,29,39,0
282,Aleksandr Kokorin,Seria A,ru RUS,FWMF,Fiorentina,30,1991,6,0,55,0.6,0,0,0,0,0,0,1,0,0,0,0,0,2,2,8,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,0,1,0,1,0,1,0,0
283,Aleksandar Kolarov,Seria A,rs SRB,DF,Inter,35,1985,3,0,42,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0.02,0,0.02,0.02,0.02,1,1,1,0,0,1,1,100,0,0,0,0,1,2,2,0
284,Teun Koopmeiners,Seria A,nl NED,MF,Atalanta,23,1998,30,23,2126,23.6,4,1,5,4,0,0,4,0,1.7,1.7,5.3,6.9,38,162,81,0.17,0.04,0.21,0.17,0.21,0.07,0.22,0.29,0.07,0.29,40,24,10,19,11,22,54,40.7,32,31,2,29,15,55,19,0
285,Kalidou Koulibaly,Seria A,sn SEN,DF,Napoli,30,1991,27,27,2405,26.7,3,1,4,3,0,0,5,1,1.3,1.3,1.3,2.5,21,80,10,0.11,0.04,0.15,0.11,0.15,0.05,0.05,0.1,0.05,0.1,39,23,31,6,2,25,38,65.8,13,41,25,16,29,68,90,1
286,Christos Kourfalidis,Seria A,gr GRE,MFFW,Cagliari,18,2002,2,0,18,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,2,0,0,0,0,0,0.44,0,0.44,0.44,0.44,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
287,Viktor Kovalenko,Seria A,ua UKR,MF,Spezia,25,1996,26,16,1325,14.7,1,3,4,1,0,0,4,0,0.3,0.3,1.4,1.7,15,60,35,0.07,0.2,0.27,0.07,0.27,0.02,0.1,0.12,0.02,0.12,16,10,7,8,1,9,21,42.9,12,16,3,13,13,29,8,0
288,Julian Kristoffersen,Seria A,no NOR,FW,Salernitana,24,1997,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0.38,0.38,0.38,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
289,Rade Krunić,Seria A,ba BIH,MFFW,Milan,27,1993,28,15,1416,15.7,0,1,1,0,0,0,2,0,0.7,0.7,1.7,2.4,20,48,54,0,0.06,0.06,0,0.06,0.05,0.11,0.15,0.05,0.15,33,18,16,14,3,15,31,48.4,16,19,2,17,16,49,17,0
290,Dejan Kulusevski,Seria A,se SWE,FWMF,Juventus,21,2000,20,5,772,8.6,1,3,4,1,0,0,1,0,1.7,1.7,1.2,2.9,24,24,89,0.12,0.35,0.47,0.12,0.47,0.2,0.14,0.34,0.2,0.34,15,12,9,6,0,8,21,38.1,13,14,0,14,5,20,5,0
291,Marash Kumbulla,Seria A,al ALB,DF,Roma,21,2000,17,13,1025,11.4,0,0,0,0,0,0,6,0,0.8,0.8,0.1,0.9,5,31,0,0,0,0,0,0,0.07,0.01,0.08,0.07,0.08,21,13,13,7,1,8,15,53.3,7,17,8,9,16,37,26,0
292,Giorgos Kyriakopoulos,Seria A,gr GRE,DFFW,Sassuolo,25,1996,29,22,1975,21.9,0,5,5,0,0,0,6,1,1.1,1.1,4.5,5.6,78,62,114,0,0.23,0.23,0,0.23,0.05,0.21,0.26,0.05,0.26,30,14,19,7,4,19,38,50,19,32,9,23,11,41,52,0
293,Andrea La Mantia,Seria A,it ITA,FWMF,Empoli,30,1991,18,3,488,5.4,2,0,2,2,0,0,0,0,1.8,1.8,0.5,2.4,3,7,30,0.37,0,0.37,0.37,0.37,0.34,0.1,0.44,0.34,0.44,2,0,0,0,2,1,2,50,1,3,1,2,1,3,6,0
294,Sam Lammers,Seria A,nl NED,FWMF,Atalanta,24,1997,2,0,38,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0
295,Kevin Lasagna,Seria A,it ITA,MFFW,Hellas Verona,28,1992,28,11,1184,13.2,2,4,6,2,0,0,1,0,3.3,3.3,2.1,5.4,26,28,104,0.15,0.3,0.46,0.15,0.46,0.25,0.16,0.41,0.25,0.41,13,7,4,5,4,4,15,26.7,11,16,0,16,3,16,7,0
296,Darko Lazović,Seria A,rs SRB,DF,Hellas Verona,30,1990,34,32,2766,30.7,1,7,8,1,0,0,2,0,2.9,2.9,6.3,9.2,101,174,243,0.03,0.23,0.26,0.03,0.26,0.09,0.2,0.3,0.09,0.3,36,23,20,8,8,21,39,53.8,18,28,4,24,19,55,49,1
297,Manuel Lazzari,Seria A,it ITA,DF,Lazio,27,1993,31,16,1665,18.5,3,3,6,3,0,0,3,0,0.8,0.8,2.1,2.8,80,50,107,0.16,0.16,0.32,0.16,0.32,0.04,0.11,0.15,0.04,0.15,28,14,13,15,0,16,26,61.5,10,10,2,8,12,40,16,1
298,Patrick Leal,Seria A,us USA,FW,Venezia,18,2003,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
299,Rafael Leão,Seria A,pt POR,FW,Milan,22,1999,34,31,2605,28.9,11,10,21,11,0,0,4,0,8.8,8.8,6.8,15.5,161,101,218,0.38,0.35,0.73,0.38,0.73,0.3,0.23,0.54,0.3,0.54,17,7,3,9,5,10,20,50,10,12,1,11,12,29,8,0
300,Lucas Leiva,Seria A,br BRA,MF,Lazio,34,1987,35,19,1697,18.9,0,0,0,0,0,0,9,0,0.1,0.1,0.3,0.4,10,84,4,0,0,0,0,0,0.01,0.02,0.02,0.01,0.02,55,30,26,25,4,15,53,28.3,38,27,10,17,28,83,37,0
301,Luca Lezzerini,Seria A,it ITA,GK,Venezia,26,1995,6,6,495,5.5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
302,Ben Lhassine Kone,Seria A,ci CIV,MF,Torino,21,2000,1,0,81,0.9,0,0,0,0,0,0,0,0,0,0,0.1,0.1,1,3,0,0,0,0,0,0,0,0.1,0.1,0,0.1,3,3,1,2,0,1,2,50,1,0,0,0,1,4,1,0
303,Matthijs de Ligt,Seria A,nl NED,DF,Juventus,21,1999,31,29,2674,29.7,3,1,4,3,0,0,4,1,1.6,1.6,1,2.6,18,68,6,0.1,0.03,0.13,0.1,0.13,0.05,0.03,0.09,0.05,0.09,34,19,21,13,0,15,18,83.3,3,31,21,10,26,60,103,0
304,Anderson Lima,Seria A,br BRA,MF,Lazio,21,1999,4,0,65,0.7,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,0,3,3,0,0,0,0,0,0.1,0,0.1,0.1,0.1,2,0,1,1,0,0,2,0,2,1,0,1,2,4,1,0
305,Karol Linetty,Seria A,pl POL,MFFW,Torino,26,1995,16,11,896,10,0,0,0,0,0,0,2,0,0.7,0.7,1.5,2.2,10,22,37,0,0,0,0,0,0.07,0.15,0.23,0.07,0.23,14,8,3,4,7,6,18,33.3,12,8,0,8,3,17,2,0
306,Stanislav Lobotka,Seria A,sk SVK,MF,Napoli,26,1994,23,19,1686,18.7,1,0,1,1,0,0,2,0,0.1,0.1,0.7,0.8,25,93,13,0.05,0,0.05,0.05,0.05,0.01,0.04,0.04,0.01,0.04,39,24,16,20,3,14,36,38.9,22,9,1,8,12,51,13,1
307,Manuel Locatelli,Seria A,it ITA,MF,Juventus,23,1998,31,23,2160,24,3,3,6,3,0,0,6,0,2.2,2.2,1.3,3.5,15,147,32,0.12,0.12,0.25,0.12,0.25,0.09,0.06,0.15,0.09,0.15,44,25,21,16,7,21,47,44.7,26,43,21,22,22,66,33,0
308,Maxime Lopez,Seria A,fr FRA,MF,Sassuolo,23,1997,35,33,2938,32.6,2,1,3,2,0,0,14,0,1.5,1.5,2.4,3.9,77,236,41,0.06,0.03,0.09,0.06,0.09,0.05,0.07,0.12,0.05,0.12,69,36,40,27,2,35,87,40.2,52,33,7,26,42,111,38,1
309,Matteo Lovato,Seria A,it ITA,DF,Atalanta,21,2000,6,3,305,3.4,0,0,0,0,0,0,1,0,0,0,0.1,0.2,2,10,4,0,0,0,0,0,0.01,0.04,0.05,0.01,0.05,5,4,4,1,0,0,1,0,1,4,2,2,7,12,8,0
310,Matteo Lovato,Seria A,it ITA,DF,Cagliari,21,2000,16,14,1238,13.8,0,0,0,0,0,0,4,0,0.5,0.5,0.3,0.7,3,21,2,0,0,0,0,0,0.03,0.02,0.05,0.03,0.05,23,15,13,10,0,8,20,40,12,21,10,11,28,51,43,0
311,Hirving Lozano,Seria A,mx MEX,FW,Napoli,26,1995,30,20,1613,17.9,5,5,10,5,0,0,3,0,5.9,5.7,2.2,7.9,82,53,179,0.28,0.28,0.56,0.28,0.56,0.33,0.12,0.45,0.32,0.44,28,20,12,11,5,8,30,26.7,22,24,0,24,9,37,9,0
312,José Luis Palomino,Seria A,ar ARG,DF,Atalanta,31,1990,34,30,2672,29.7,1,0,1,1,0,0,9,0,2.1,2.1,0.4,2.4,15,113,8,0.03,0,0.03,0.03,0.03,0.07,0.01,0.08,0.07,0.08,78,40,42,33,3,32,50,64,18,43,21,22,100,178,80,2
313,Saša Lukić,Seria A,rs SRB,MF,Torino,24,1996,35,34,2982,33.1,5,4,9,2,3,3,10,0,4.7,2.3,4,6.3,68,148,57,0.15,0.12,0.27,0.06,0.18,0.14,0.12,0.26,0.07,0.19,51,34,17,27,7,19,43,44.2,24,34,6,28,24,75,41,0
314,Sebastiano Luperto,Seria A,it ITA,DF,Empoli,24,1996,24,22,1958,21.8,0,1,1,0,0,0,8,1,0.7,0.7,0.5,1.1,21,76,3,0,0.05,0.05,0,0.05,0.03,0.02,0.05,0.03,0.05,29,17,17,10,2,10,20,50,10,32,26,6,45,74,132,0
315,Charalambos Lykogiannis,Seria A,gr GRE,DFFW,Cagliari,27,1993,28,21,1817,20.2,1,0,1,1,0,0,2,0,1.1,1.1,1.1,2.1,28,34,57,0.05,0,0.05,0.05,0.05,0.05,0.05,0.11,0.05,0.11,19,12,16,1,2,11,20,55,9,18,8,10,31,50,73,0
316,Niki Mäenpää,Seria A,fi FIN,GK,Venezia,36,1985,17,16,1485,16.5,0,1,1,0,0,0,1,0,0,0,0.3,0.3,0,0,0,0,0.06,0.06,0,0.06,0,0.02,0.02,0,0.02,0,0,0,0,0,0,0,,0,0,0,0,0,0,8,2
317,Giulio Maggiore,Seria A,it ITA,MF,Spezia,23,1998,35,33,2819,31.3,2,3,5,2,0,0,9,0,4,4,2.4,6.4,39,120,68,0.06,0.1,0.16,0.06,0.16,0.13,0.08,0.21,0.13,0.2,58,32,20,32,6,31,77,40.3,46,30,5,25,29,87,33,0
318,Francesco Magnanelli,Seria A,it ITA,MF,Sassuolo,36,1984,12,2,271,3,0,0,0,0,0,0,1,0,0,0,0,0.1,1,20,3,0,0,0,0,0,0.02,0,0.02,0.02,0.02,5,4,4,1,0,1,9,11.1,8,3,1,2,1,6,3,0
319,Giangiacomo Magnani,Seria A,it ITA,DF,Hellas Verona,25,1995,14,5,530,5.9,0,0,0,0,0,0,3,1,0.9,0.9,0,0.9,5,12,1,0,0,0,0,0,0.15,0,0.15,0.15,0.15,10,7,5,5,0,8,16,50,8,5,3,2,10,20,46,0
320,Giangiacomo Magnani,Seria A,it ITA,DF,Sampdoria,25,1995,4,3,239,2.7,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,4,2,4,0,0,1,1,100,0,2,2,0,7,11,12,0
321,Mike Maignan,Seria A,fr FRA,GK,Milan,26,1995,32,32,2880,32,0,1,1,0,0,0,1,0,0,0,0.4,0.4,0,1,0,0,0.03,0.03,0,0.03,0,0.01,0.01,0,0.01,2,1,2,0,0,2,2,100,0,0,0,0,1,3,4,2
322,Ainsley Maitland-Niles,Seria A,eng ENG,DF,Roma,23,1997,8,7,487,5.4,0,0,0,0,0,0,0,0,0.3,0.3,0.6,0.8,13,24,33,0,0,0,0,0,0.05,0.11,0.16,0.05,0.16,8,6,5,0,3,5,14,35.7,9,7,0,7,6,14,7,0
323,Jean-Victor Makengo,Seria A,fr FRA,MF,Udinese,23,1998,33,26,2351,26.1,1,3,4,1,0,0,7,1,3,3,2.2,5.2,55,95,61,0.04,0.11,0.15,0.04,0.15,0.11,0.08,0.2,0.11,0.2,30,21,7,17,6,15,29,51.7,14,26,6,20,19,49,17,0
324,Nikola Maksimović,Seria A,rs SRB,DF,Genoa,29,1991,14,13,1115,12.4,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,3,35,1,0,0,0,0,0,0.02,0.01,0.02,0.02,0.02,14,6,10,4,0,7,9,77.8,2,17,11,6,12,26,61,1
